Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Account, female (% age 15+)",account.t.d.1,North America,NAC,2011,85.45,
"Account, female (% age 15+)",account.t.d.1,OECD members,OED,2021,97.68,
"Account, female (% age 15+)",account.t.d.1,OECD members,OED,2017,93.84,
"Account, female (% age 15+)",account.t.d.1,OECD members,OED,2014,93.51,
"Account, female (% age 15+)",account.t.d.1,OECD members,OED,2011,88.16,
"Account, female (% age 15+)",account.t.d.1,South Asia,SAS,2021,65.83,
"Account, female (% age 15+)",account.t.d.1,South Asia,SAS,2017,64.05,
"Account, female (% age 15+)",account.t.d.1,South Asia,SAS,2014,37.49,
"Account, female (% age 15+)",account.t.d.1,South Asia,SAS,2011,24.27,
"Account, female (% age 15+)",account.t.d.1,Sub-Saharan Africa,SSF,2021,49.04,
"Account, female (% age 15+)",account.t.d.1,Sub-Saharan Africa,SSF,2017,36.93,
"Account, female (% age 15+)",account.t.d.1,Sub-Saharan Africa,SSF,2014,30.01,
"Account, female (% age 15+)",account.t.d.1,Sub-Saharan Africa,SSF,2011,20.86,
"Account, female (% age 15+)",account.t.d.1,Sub-Saharan Africa (excluding high income),SSA,2021,49.04,
"Account, female (% age 15+)",account.t.d.1,Sub-Saharan Africa (excluding high income),SSA,2017,36.93,
"Account, female (% age 15+)",account.t.d.1,Sub-Saharan Africa (excluding high income),SSA,2014,30.01,
"Account, female (% age 15+)",account.t.d.1,Sub-Saharan Africa (excluding high income),SSA,2011,20.86,
"Account, female (% age 15+)",account.t.d.1,Upper middle income,UMC,2021,82.26,
"Account, female (% age 15+)",account.t.d.1,Upper middle income,UMC,2017,68.65,
"Account, female (% age 15+)",account.t.d.1,Upper middle income,UMC,2014,68.23,
"Account, female (% age 15+)",account.t.d.1,Upper middle income,UMC,2011,52.32,
"Account, female (% age 15+)",account.t.d.1,World,WLD,2021,73.99,
"Account, female (% age 15+)",account.t.d.1,World,WLD,2017,64.85,
"Account, female (% age 15+)",account.t.d.1,World,WLD,2014,58.4,
"Account, female (% age 15+)",account.t.d.1,World,WLD,2011,46.62,
"Account, female (% age 15+)",account.t.d.1,Afghanistan,AFG,2021,4.7,
"Account, female (% age 15+)",account.t.d.1,Afghanistan,AFG,2017,7.16,
"Account, female (% age 15+)",account.t.d.1,Afghanistan,AFG,2014,3.81,
"Account, female (% age 15+)",account.t.d.1,Afghanistan,AFG,2011,2.62,
"Account, female (% age 15+)",account.t.d.1,Albania,ALB,2021,45.69,
"Account, female (% age 15+)",account.t.d.1,Albania,ALB,2017,38.1,
"Account, female (% age 15+)",account.t.d.1,Albania,ALB,2014,33.59,
"Account, female (% age 15+)",account.t.d.1,Albania,ALB,2011,22.67,
"Account, female (% age 15+)",account.t.d.1,Algeria,DZA,2021,31.19,
"Account, female (% age 15+)",account.t.d.1,Algeria,DZA,2017,29.27,
"Account, female (% age 15+)",account.t.d.1,Algeria,DZA,2014,40.07,
"Account, female (% age 15+)",account.t.d.1,Algeria,DZA,2011,20.41,
"Account, female (% age 15+)",account.t.d.1,Angola,AGO,2014,22.33,
"Account, female (% age 15+)",account.t.d.1,Angola,AGO,2011,38.93,
"Account, female (% age 15+)",account.t.d.1,Argentina,ARG,2021,73.75,
"Account, female (% age 15+)",account.t.d.1,Argentina,ARG,2017,50.76,
"Account, female (% age 15+)",account.t.d.1,Argentina,ARG,2014,50.85,
"Account, female (% age 15+)",account.t.d.1,Argentina,ARG,2011,31.82,
"Account, female (% age 15+)",account.t.d.1,Armenia,ARM,2021,52.18,
"Account, female (% age 15+)",account.t.d.1,Armenia,ARM,2017,40.91,
"Account, female (% age 15+)",account.t.d.1,Armenia,ARM,2014,14.74,
"Account, female (% age 15+)",account.t.d.1,Armenia,ARM,2011,18.15,
"Account, female (% age 15+)",account.t.d.1,Australia,AUS,2021,100,
"Account, female (% age 15+)",account.t.d.1,Australia,AUS,2017,99.2,
"Account, female (% age 15+)",account.t.d.1,Australia,AUS,2014,99.04,
"Account, female (% age 15+)",account.t.d.1,Australia,AUS,2011,98.59,
"Account, female (% age 15+)",account.t.d.1,Austria,AUT,2021,100,
"Account, female (% age 15+)",account.t.d.1,Austria,AUT,2017,98.38,
"Account, female (% age 15+)",account.t.d.1,Austria,AUT,2014,97.37,
"Account, female (% age 15+)",account.t.d.1,Austria,AUT,2011,96.56,
"Account, female (% age 15+)",account.t.d.1,Azerbaijan,AZE,2017,27.72,
"Account, female (% age 15+)",account.t.d.1,Azerbaijan,AZE,2014,25.9,
"Account, female (% age 15+)",account.t.d.1,Azerbaijan,AZE,2011,14.26,
"Account, female (% age 15+)",account.t.d.1,Bahrain,BHR,2017,75.41,
"Account, female (% age 15+)",account.t.d.1,Bahrain,BHR,2014,66.74,
"Account, female (% age 15+)",account.t.d.1,Bahrain,BHR,2011,48.78,
"Account, female (% age 15+)",account.t.d.1,Bangladesh,BGD,2021,43.46,
"Account, female (% age 15+)",account.t.d.1,Bangladesh,BGD,2017,35.84,
"Account, female (% age 15+)",account.t.d.1,Bangladesh,BGD,2014,26.45,
"Account, female (% age 15+)",account.t.d.1,Bangladesh,BGD,2011,26.01,
"Account, female (% age 15+)",account.t.d.1,Belarus,BLR,2017,81.34,
"Account, female (% age 15+)",account.t.d.1,Belarus,BLR,2014,71.96,
"Account, female (% age 15+)",account.t.d.1,Belarus,BLR,2011,58.07,
"Account, female (% age 15+)",account.t.d.1,Belgium,BEL,2021,98.65,
"Account, female (% age 15+)",account.t.d.1,Belgium,BEL,2017,98.82,
"Account, female (% age 15+)",account.t.d.1,Belgium,BEL,2014,99.51,
"Account, female (% age 15+)",account.t.d.1,Belgium,BEL,2011,97.18,
"Account, female (% age 15+)",account.t.d.1,Belize,BLZ,2014,52.28,
"Account, female (% age 15+)",account.t.d.1,Benin,BEN,2021,39.79,
"Account, female (% age 15+)",account.t.d.1,Benin,BEN,2017,28.59,
"Account, female (% age 15+)",account.t.d.1,Benin,BEN,2014,13.6,
"Account, female (% age 15+)",account.t.d.1,Benin,BEN,2011,9.81,
"Account, female (% age 15+)",account.t.d.1,Bhutan,BTN,2014,27.68,
"Account, female (% age 15+)",account.t.d.1,Bolivia,BOL,2021,63.29,
"Account, female (% age 15+)",account.t.d.1,Bolivia,BOL,2017,53.85,
"Account, female (% age 15+)",account.t.d.1,Bolivia,BOL,2014,38.04,
"Account, female (% age 15+)",account.t.d.1,Bolivia,BOL,2011,25.11,
"Account, female (% age 15+)",account.t.d.1,Bosnia and Herzegovina,BIH,2021,70.37,
"Account, female (% age 15+)",account.t.d.1,Bosnia and Herzegovina,BIH,2017,54.74,
"Account, female (% age 15+)",account.t.d.1,Bosnia and Herzegovina,BIH,2014,47.06,
"Account, female (% age 15+)",account.t.d.1,Bosnia and Herzegovina,BIH,2011,47.72,
"Account, female (% age 15+)",account.t.d.1,Botswana,BWA,2017,46.79,
"Account, female (% age 15+)",account.t.d.1,Botswana,BWA,2014,48.74,
"Account, female (% age 15+)",account.t.d.1,Botswana,BWA,2011,28.36,
"Account, female (% age 15+)",account.t.d.1,Brazil,BRA,2021,80.87,
"Account, female (% age 15+)",account.t.d.1,Brazil,BRA,2017,67.51,
"Account, female (% age 15+)",account.t.d.1,Brazil,BRA,2014,64.77,
"Account, female (% age 15+)",account.t.d.1,Brazil,BRA,2011,51.02,
"Account, female (% age 15+)",account.t.d.1,Bulgaria,BGR,2021,84.32,
"Account, female (% age 15+)",account.t.d.1,Bulgaria,BGR,2017,73.64,
"Account, female (% age 15+)",account.t.d.1,Bulgaria,BGR,2014,63.16,
"Account, female (% age 15+)",account.t.d.1,Bulgaria,BGR,2011,55.45,
"Account, female (% age 15+)",account.t.d.1,Burkina Faso,BFA,2021,30.68,
"Account, female (% age 15+)",account.t.d.1,Burkina Faso,BFA,2017,34.5,
"Account, female (% age 15+)",account.t.d.1,Burkina Faso,BFA,2014,12.65,
"Account, female (% age 15+)",account.t.d.1,Burkina Faso,BFA,2011,10.81,
"Account, female (% age 15+)",account.t.d.1,Burundi,BDI,2014,6.73,
"Account, female (% age 15+)",account.t.d.1,Burundi,BDI,2011,5.93,
"Account, female (% age 15+)",account.t.d.1,Cambodia,KHM,2021,32.52,
"Account, female (% age 15+)",account.t.d.1,Cambodia,KHM,2017,21.53,
"Account, female (% age 15+)",account.t.d.1,Cambodia,KHM,2014,20.5,
"Account, female (% age 15+)",account.t.d.1,Cambodia,KHM,2011,3.71,
"Account, female (% age 15+)",account.t.d.1,Cameroon,CMR,2021,49.25,
"Account, female (% age 15+)",account.t.d.1,Cameroon,CMR,2017,30.03,
"Account, female (% age 15+)",account.t.d.1,Cameroon,CMR,2014,10.18,
"Account, female (% age 15+)",account.t.d.1,Cameroon,CMR,2011,10.88,
"Account, female (% age 15+)",account.t.d.1,Canada,CAN,2021,99.51,
"Account, female (% age 15+)",account.t.d.1,Canada,CAN,2017,99.85,
"Account, female (% age 15+)",account.t.d.1,Canada,CAN,2014,99.2,
"Account, female (% age 15+)",account.t.d.1,Canada,CAN,2011,97.23,
"Account, female (% age 15+)",account.t.d.1,Central African Republic,CAF,2017,9.72,
"Account, female (% age 15+)",account.t.d.1,Central African Republic,CAF,2011,3.41,
"Account, female (% age 15+)",account.t.d.1,Chad,TCD,2017,14.85,
"Account, female (% age 15+)",account.t.d.1,Chad,TCD,2014,7.83,
"Account, female (% age 15+)",account.t.d.1,Chad,TCD,2011,6.77,
"Account, female (% age 15+)",account.t.d.1,Chile,CHL,2021,86.62,
"Account, female (% age 15+)",account.t.d.1,Chile,CHL,2017,71.27,
"Account, female (% age 15+)",account.t.d.1,Chile,CHL,2014,59.16,
"Account, female (% age 15+)",account.t.d.1,Chile,CHL,2011,40.97,
"Account, female (% age 15+)",account.t.d.1,China,CHN,2021,87.34,
"Account, female (% age 15+)",account.t.d.1,China,CHN,2017,75.66,
"Account, female (% age 15+)",account.t.d.1,China,CHN,2014,76.36,
"Account, female (% age 15+)",account.t.d.1,China,CHN,2011,60.01,
"Account, female (% age 15+)",account.t.d.1,Colombia,COL,2021,56.2,
"Account, female (% age 15+)",account.t.d.1,Colombia,COL,2017,42.47,
"Account, female (% age 15+)",account.t.d.1,Colombia,COL,2014,33.95,
"Account, female (% age 15+)",account.t.d.1,Colombia,COL,2011,25.35,
"Account, female (% age 15+)",account.t.d.1,Comoros,COM,2011,17.89,
"Account, female (% age 15+)",account.t.d.1,"Congo, Dem. Rep.",COD,2017,24.22,
"Account, female (% age 15+)",account.t.d.1,"Congo, Dem. Rep.",COD,2014,14.32,
"Account, female (% age 15+)",account.t.d.1,"Congo, Dem. Rep.",COD,2011,2.75,
"Account, female (% age 15+)",account.t.d.1,"Congo, Rep.",COG,2021,43.79,
"Account, female (% age 15+)",account.t.d.1,"Congo, Rep.",COG,2017,20.99,
"Account, female (% age 15+)",account.t.d.1,"Congo, Rep.",COG,2014,14.96,
"Account, female (% age 15+)",account.t.d.1,"Congo, Rep.",COG,2011,7.56,
"Account, female (% age 15+)",account.t.d.1,Costa Rica,CRI,2021,61.08,
"Account, female (% age 15+)",account.t.d.1,Costa Rica,CRI,2017,60.88,
"Account, female (% age 15+)",account.t.d.1,Costa Rica,CRI,2014,60.24,
"Account, female (% age 15+)",account.t.d.1,Costa Rica,CRI,2011,40.66,
"Account, female (% age 15+)",account.t.d.1,Cote d'Ivoire,CIV,2021,37.44,
"Account, female (% age 15+)",account.t.d.1,Cote d'Ivoire,CIV,2017,35.56,
"Account, female (% age 15+)",account.t.d.1,Cote d'Ivoire,CIV,2014,29.16,
"Account, female (% age 15+)",account.t.d.1,Croatia,HRV,2021,89.96,
"Account, female (% age 15+)",account.t.d.1,Croatia,HRV,2017,82.7,
"Account, female (% age 15+)",account.t.d.1,Croatia,HRV,2014,87.69,
"Account, female (% age 15+)",account.t.d.1,Croatia,HRV,2011,87.18,
"Account, female (% age 15+)",account.t.d.1,Cyprus,CYP,2021,92.7,
"Account, female (% age 15+)",account.t.d.1,Cyprus,CYP,2017,90.01,
"Account, female (% age 15+)",account.t.d.1,Cyprus,CYP,2014,90.29,
"Account, female (% age 15+)",account.t.d.1,Cyprus,CYP,2011,83.07,
"Account, female (% age 15+)",account.t.d.1,Czechia,CZE,2021,93.44,
"Account, female (% age 15+)",account.t.d.1,Czechia,CZE,2017,78.58,
"Account, female (% age 15+)",account.t.d.1,Czechia,CZE,2014,79.37,
"Account, female (% age 15+)",account.t.d.1,Czechia,CZE,2011,80.51,
"Account, female (% age 15+)",account.t.d.1,Denmark,DNK,2021,100,
"Account, female (% age 15+)",account.t.d.1,Denmark,DNK,2017,100,
"Account, female (% age 15+)",account.t.d.1,Denmark,DNK,2014,100,
"Account, female (% age 15+)",account.t.d.1,Denmark,DNK,2011,99.5,
"Account, female (% age 15+)",account.t.d.1,Djibouti,DJI,2011,8.76,
"Account, female (% age 15+)",account.t.d.1,Dominican Republic,DOM,2021,48.96,
"Account, female (% age 15+)",account.t.d.1,Dominican Republic,DOM,2017,54.14,
"Account, female (% age 15+)",account.t.d.1,Dominican Republic,DOM,2014,55.95,
"Account, female (% age 15+)",account.t.d.1,Dominican Republic,DOM,2011,37.38,
"Account, female (% age 15+)",account.t.d.1,Ecuador,ECU,2021,57.95,
"Account, female (% age 15+)",account.t.d.1,Ecuador,ECU,2017,42.61,
"Account, female (% age 15+)",account.t.d.1,Ecuador,ECU,2014,40.82,
"Account, female (% age 15+)",account.t.d.1,Ecuador,ECU,2011,33.16,
"Account, female (% age 15+)",account.t.d.1,"Egypt, Arab Rep.",EGY,2021,24.2,
"Account, female (% age 15+)",account.t.d.1,"Egypt, Arab Rep.",EGY,2017,26.99,
"Account, female (% age 15+)",account.t.d.1,"Egypt, Arab Rep.",EGY,2014,9.31,
"Account, female (% age 15+)",account.t.d.1,"Egypt, Arab Rep.",EGY,2011,6.52,
"Account, female (% age 15+)",account.t.d.1,El Salvador,SLV,2021,29.23,
"Account, female (% age 15+)",account.t.d.1,El Salvador,SLV,2017,24.38,
"Account, female (% age 15+)",account.t.d.1,El Salvador,SLV,2014,31.91,
"Account, female (% age 15+)",account.t.d.1,El Salvador,SLV,2011,10.13,
"Account, female (% age 15+)",account.t.d.1,Estonia,EST,2021,99.6,
"Account, female (% age 15+)",account.t.d.1,Estonia,EST,2017,98.38,
"Account, female (% age 15+)",account.t.d.1,Estonia,EST,2014,97.47,
"Account, female (% age 15+)",account.t.d.1,Estonia,EST,2011,97.26,
"Account, female (% age 15+)",account.t.d.1,Ethiopia,ETH,2017,29.08,
"Account, female (% age 15+)",account.t.d.1,Ethiopia,ETH,2014,21,
"Account, female (% age 15+)",account.t.d.1,Finland,FIN,2021,99.08,
"Account, female (% age 15+)",account.t.d.1,Finland,FIN,2017,99.59,
"Account, female (% age 15+)",account.t.d.1,Finland,FIN,2014,100,
"Account, female (% age 15+)",account.t.d.1,Finland,FIN,2011,99.82,
"Account, female (% age 15+)",account.t.d.1,France,FRA,2021,100,
"Account, female (% age 15+)",account.t.d.1,France,FRA,2017,91.29,
"Account, female (% age 15+)",account.t.d.1,France,FRA,2014,95.47,
"Account, female (% age 15+)",account.t.d.1,France,FRA,2011,96.57,
"Account, female (% age 15+)",account.t.d.1,Gabon,GAB,2021,61.3,
"Account, female (% age 15+)",account.t.d.1,Gabon,GAB,2017,53.7,
"Account, female (% age 15+)",account.t.d.1,Gabon,GAB,2014,30.74,
"Account, female (% age 15+)",account.t.d.1,Gabon,GAB,2011,17.17,
"Account, female (% age 15+)",account.t.d.1,"Gambia, The",GMB,2017,24.76,
"Account, female (% age 15+)",account.t.d.1,Georgia,GEO,2021,70.71,
"Account, female (% age 15+)",account.t.d.1,Georgia,GEO,2017,63.61,
"Account, female (% age 15+)",account.t.d.1,Georgia,GEO,2014,39.76,
"Account, female (% age 15+)",account.t.d.1,Georgia,GEO,2011,34.92,
"Account, female (% age 15+)",account.t.d.1,Germany,DEU,2021,100,
"Account, female (% age 15+)",account.t.d.1,Germany,DEU,2017,99.2,
"Account, female (% age 15+)",account.t.d.1,Germany,DEU,2014,99.44,
"Account, female (% age 15+)",account.t.d.1,Germany,DEU,2011,98.7,
"Account, female (% age 15+)",account.t.d.1,Ghana,GHA,2021,62.58,
"Account, female (% age 15+)",account.t.d.1,Ghana,GHA,2017,53.72,
"Account, female (% age 15+)",account.t.d.1,Ghana,GHA,2014,39.38,
"Account, female (% age 15+)",account.t.d.1,Ghana,GHA,2011,27.09,
"Account, female (% age 15+)",account.t.d.1,Greece,GRC,2021,93.43,
"Account, female (% age 15+)",account.t.d.1,Greece,GRC,2017,84.54,
"Account, female (% age 15+)",account.t.d.1,Greece,GRC,2014,86.61,
"Account, female (% age 15+)",account.t.d.1,Greece,GRC,2011,75.71,
"Account, female (% age 15+)",account.t.d.1,Guatemala,GTM,2017,42.09,
"Account, female (% age 15+)",account.t.d.1,Guatemala,GTM,2014,34.69,
"Account, female (% age 15+)",account.t.d.1,Guatemala,GTM,2011,15.59,
"Account, female (% age 15+)",account.t.d.1,Guinea,GIN,2021,24.01,
"Account, female (% age 15+)",account.t.d.1,Guinea,GIN,2017,19.67,
"Account, female (% age 15+)",account.t.d.1,Guinea,GIN,2014,4.12,
"Account, female (% age 15+)",account.t.d.1,Guinea,GIN,2011,2.93,
"Account, female (% age 15+)",account.t.d.1,Haiti,HTI,2017,30.05,
"Account, female (% age 15+)",account.t.d.1,Haiti,HTI,2014,16.12,
"Account, female (% age 15+)",account.t.d.1,Haiti,HTI,2011,21.07,
"Account, female (% age 15+)",account.t.d.1,Honduras,HND,2021,28.85,
"Account, female (% age 15+)",account.t.d.1,Honduras,HND,2017,40.95,
"Account, female (% age 15+)",account.t.d.1,Honduras,HND,2014,27.03,
"Account, female (% age 15+)",account.t.d.1,Honduras,HND,2011,14.92,
"Account, female (% age 15+)",account.t.d.1,"Hong Kong SAR, China",HKG,2021,98.19,
"Account, female (% age 15+)",account.t.d.1,"Hong Kong SAR, China",HKG,2017,94.7,
"Account, female (% age 15+)",account.t.d.1,"Hong Kong SAR, China",HKG,2014,96.27,
"Account, female (% age 15+)",account.t.d.1,"Hong Kong SAR, China",HKG,2011,89.08,
"Account, female (% age 15+)",account.t.d.1,Hungary,HUN,2021,86.88,
"Account, female (% age 15+)",account.t.d.1,Hungary,HUN,2017,72.16,
"Account, female (% age 15+)",account.t.d.1,Hungary,HUN,2014,72.5,
"Account, female (% age 15+)",account.t.d.1,Hungary,HUN,2011,73.06,
"Account, female (% age 15+)",account.t.d.1,Iceland,ISL,2021,100,
"Account, female (% age 15+)",account.t.d.1,India,IND,2021,77.55,
"Account, female (% age 15+)",account.t.d.1,India,IND,2017,76.64,
"Account, female (% age 15+)",account.t.d.1,India,IND,2014,43.13,
"Account, female (% age 15+)",account.t.d.1,India,IND,2011,26.49,
"Account, female (% age 15+)",account.t.d.1,Indonesia,IDN,2021,52.3,
"Account, female (% age 15+)",account.t.d.1,Indonesia,IDN,2017,51.35,
"Account, female (% age 15+)",account.t.d.1,Indonesia,IDN,2014,37.46,
"Account, female (% age 15+)",account.t.d.1,Indonesia,IDN,2011,19.21,
"Account, female (% age 15+)",account.t.d.1,"Iran, Islamic Rep.",IRN,2021,85.08,
"Account, female (% age 15+)",account.t.d.1,"Iran, Islamic Rep.",IRN,2017,91.61,
"Account, female (% age 15+)",account.t.d.1,"Iran, Islamic Rep.",IRN,2014,87.32,
"Account, female (% age 15+)",account.t.d.1,"Iran, Islamic Rep.",IRN,2011,61.88,
"Account, female (% age 15+)",account.t.d.1,Iraq,IRQ,2021,14.89,
"Account, female (% age 15+)",account.t.d.1,Iraq,IRQ,2017,19.5,
"Account, female (% age 15+)",account.t.d.1,Iraq,IRQ,2014,7.44,
"Account, female (% age 15+)",account.t.d.1,Iraq,IRQ,2011,7.55,
"Account, female (% age 15+)",account.t.d.1,Ireland,IRL,2021,99.53,
"Account, female (% age 15+)",account.t.d.1,Ireland,IRL,2017,95.31,
"Account, female (% age 15+)",account.t.d.1,Ireland,IRL,2014,94.77,
"Account, female (% age 15+)",account.t.d.1,Ireland,IRL,2011,92.2,
"Account, female (% age 15+)",account.t.d.1,Israel,ISR,2021,91.93,
"Account, female (% age 15+)",account.t.d.1,Israel,ISR,2017,93.7,
"Account, female (% age 15+)",account.t.d.1,Israel,ISR,2014,90.02,
"Account, female (% age 15+)",account.t.d.1,Israel,ISR,2011,92.44,
"Account, female (% age 15+)",account.t.d.1,Italy,ITA,2021,97.09,
"Account, female (% age 15+)",account.t.d.1,Italy,ITA,2017,91.62,
"Account, female (% age 15+)",account.t.d.1,Italy,ITA,2014,83.16,
"Account, female (% age 15+)",account.t.d.1,Italy,ITA,2011,64.35,
"Account, female (% age 15+)",account.t.d.1,Jamaica,JAM,2021,71.55,
"Account, female (% age 15+)",account.t.d.1,Jamaica,JAM,2014,77.76,
"Account, female (% age 15+)",account.t.d.1,Jamaica,JAM,2011,67.12,
"Account, female (% age 15+)",account.t.d.1,Japan,JPN,2021,98.84,
"Account, female (% age 15+)",account.t.d.1,Japan,JPN,2017,98.06,
"Account, female (% age 15+)",account.t.d.1,Japan,JPN,2014,97.02,
"Account, female (% age 15+)",account.t.d.1,Japan,JPN,2011,96.84,
"Account, female (% age 15+)",account.t.d.1,Jordan,JOR,2021,34.06,
"Account, female (% age 15+)",account.t.d.1,Jordan,JOR,2017,26.61,
"Account, female (% age 15+)",account.t.d.1,Jordan,JOR,2014,15.53,
"Account, female (% age 15+)",account.t.d.1,Jordan,JOR,2011,17.36,
"Account, female (% age 15+)",account.t.d.1,Kazakhstan,KAZ,2021,83.63,
"Account, female (% age 15+)",account.t.d.1,Kazakhstan,KAZ,2017,60.29,
"Account, female (% age 15+)",account.t.d.1,Kazakhstan,KAZ,2014,55.59,
"Account, female (% age 15+)",account.t.d.1,Kazakhstan,KAZ,2011,43.73,
"Account, female (% age 15+)",account.t.d.1,Kenya,KEN,2021,75.36,
"Account, female (% age 15+)",account.t.d.1,Kenya,KEN,2017,77.75,
"Account, female (% age 15+)",account.t.d.1,Kenya,KEN,2014,71.13,
"Account, female (% age 15+)",account.t.d.1,Kenya,KEN,2011,39.18,
"Account, female (% age 15+)",account.t.d.1,"Korea, Rep.",KOR,2021,98.68,
"Account, female (% age 15+)",account.t.d.1,"Korea, Rep.",KOR,2017,94.69,
"Account, female (% age 15+)",account.t.d.1,"Korea, Rep.",KOR,2014,93.38,
"Account, female (% age 15+)",account.t.d.1,"Korea, Rep.",KOR,2011,93.11,
"Account, female (% age 15+)",account.t.d.1,Kosovo,XKX,2021,47.39,
"Account, female (% age 15+)",account.t.d.1,Kosovo,XKX,2017,43.72,
