Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,"Iran, Islamic Rep.",IRN,2017,36.73,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Iraq,IRQ,2017,2.68,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Ireland,IRL,2017,36.67,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Israel,ISR,2017,44.35,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Italy,ITA,2017,17.51,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Japan,JPN,2017,28.74,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Jordan,JOR,2017,1.83,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Kazakhstan,KAZ,2017,15.61,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Kenya,KEN,2017,67.58,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,"Korea, Rep.",KOR,2017,65.07,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Kosovo,XKX,2017,3.72,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Kuwait,KWT,2017,21.7,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Kyrgyz Republic,KGZ,2017,4.21,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Lao PDR,LAO,2017,2.04,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Latvia,LVA,2017,56.56,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Lebanon,LBN,2017,4.81,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Lesotho,LSO,2017,28.85,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Liberia,LBR,2017,18.05,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Libya,LBY,2017,7.2,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Lithuania,LTU,2017,42.25,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Luxembourg,LUX,2017,51.16,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Madagascar,MDG,2017,10.81,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Malawi,MWI,2017,17.38,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Malaysia,MYS,2017,29.88,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Maldives,MDV,2017,30.9,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Mali,MLI,2017,18.84,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Malta,MLT,2017,41.48,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Mauritania,MRT,2017,1.96,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Mauritius,MUS,2017,12.61,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Mexico,MEX,2017,5.99,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Moldova,MDA,2017,7.59,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Mongolia,MNG,2017,37.73,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Montenegro,MNE,2017,8.46,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Morocco,MAR,2017,0.73,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Mozambique,MOZ,2017,17.24,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Myanmar,MMR,2017,0.81,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Namibia,NAM,2017,43.21,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Nepal,NPL,2017,3.36,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Netherlands,NLD,2017,72.64,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,New Zealand,NZL,2017,76.38,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Nicaragua,NIC,2017,3.02,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Niger,NER,2017,5.18,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Nigeria,NGA,2017,5.23,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,North Macedonia,MKD,2017,10.87,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Norway,NOR,2017,84.65,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Pakistan,PAK,2017,0.95,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Panama,PAN,2017,4.82,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Paraguay,PRY,2017,25.1,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Peru,PER,2017,3.77,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Philippines,PHL,2017,6.98,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Poland,POL,2017,53.28,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Portugal,PRT,2017,26.95,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Romania,ROU,2017,12.08,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Russian Federation,RUS,2017,33.5,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Rwanda,RWA,2017,23.81,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Saudi Arabia,SAU,2017,15.34,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Senegal,SEN,2017,28.1,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Serbia,SRB,2017,12.94,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Sierra Leone,SLE,2017,7.72,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Singapore,SGP,2017,48.57,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Slovak Republic,SVK,2017,41.08,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Slovenia,SVN,2017,38.64,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,South Africa,ZAF,2017,18.18,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,South Sudan,SSD,2017,0.33,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Spain,ESP,2017,19.78,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Sri Lanka,LKA,2017,5.89,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Sweden,SWE,2017,78.33,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Switzerland,CHE,2017,51.42,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Tajikistan,TJK,2017,7.12,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Tanzania,TZA,2017,32.78,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Thailand,THA,2017,14.89,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Togo,TGO,2017,16.5,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Trinidad and Tobago,TTO,2017,11.75,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Tunisia,TUN,2017,3.6,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Turkiye,TUR,2017,23.59,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Turkmenistan,TKM,2017,2.73,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Uganda,UGA,2017,37.9,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Ukraine,UKR,2017,16.71,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,United Arab Emirates,ARE,2017,36.77,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,United Kingdom,GBR,2017,39.34,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,United States,USA,2017,66.65,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Uruguay,URY,2017,14.87,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Uzbekistan,UZB,2017,5.15,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,"Venezuela, RB",VEN,2017,25.34,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Vietnam,VNM,2017,8.25,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,West Bank and Gaza,PSE,2017,1.03,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Zambia,ZMB,2017,24.81,
"Used a mobile phone or the internet to access an account, female (% age 15+)",fin5.2017.d.1,Zimbabwe,ZWE,2017,43.14,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Arab World,ARB,2017,8.38,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,East Asia & Pacific,EAS,2017,32.94,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,East Asia & Pacific (excluding high income),EAP,2017,31.07,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Euro area,EMU,2017,47.97,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Europe & Central Asia,ECS,2017,39.33,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Europe & Central Asia (excluding high income),ECA,2017,24.22,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,High income,HIC,2017,54.36,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Latin America & Caribbean,LCN,2017,13.53,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Latin America & Caribbean (excluding high income),LAC,2017,12.91,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,LMY,LMY,2017,20.64,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Low income,LIC,2017,16.8,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Lower middle income,LMC,2017,12.07,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Middle East & North Africa,MEA,2017,16.37,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Middle East & North Africa (excluding high income),MNA,2017,12.88,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,MIC,MIC,2017,20.87,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,North America,NAC,2017,68.26,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,OECD members,OED,2017,56.18,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,South Asia,SAS,2017,9.82,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Sub-Saharan Africa,SSF,2017,23.4,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Sub-Saharan Africa (excluding high income),SSA,2017,23.4,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Upper middle income,UMC,2017,30.97,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,World,WLD,2017,26.66,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Afghanistan,AFG,2017,0.95,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Albania,ALB,2017,4.74,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Algeria,DZA,2017,2.82,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Argentina,ARG,2017,13.63,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Armenia,ARM,2017,16.43,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Australia,AUS,2017,67.17,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Austria,AUT,2017,53.1,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Azerbaijan,AZE,2017,2.61,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Bahrain,BHR,2017,31.88,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Bangladesh,BGD,2017,33.55,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Belarus,BLR,2017,30.34,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Belgium,BEL,2017,63.05,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Benin,BEN,2017,25.17,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Bolivia,BOL,2017,12.84,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Bosnia and Herzegovina,BIH,2017,6.69,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Botswana,BWA,2017,30.92,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Brazil,BRA,2017,14.01,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Bulgaria,BGR,2017,10.61,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Burkina Faso,BFA,2017,37.16,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Cambodia,KHM,2017,6.45,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Cameroon,CMR,2017,18.2,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Canada,CAN,2017,71.58,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Central African Republic,CAF,2017,3.27,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Chad,TCD,2017,18.28,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Chile,CHL,2017,31.46,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,China,CHN,2017,39,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Colombia,COL,2017,10.42,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,"Congo, Dem. Rep.",COD,2017,18.75,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,"Congo, Rep.",COG,2017,8.43,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Costa Rica,CRI,2017,22.69,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Cote d'Ivoire,CIV,2017,37.95,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Croatia,HRV,2017,37.74,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Cyprus,CYP,2017,31.87,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Czechia,CZE,2017,59.49,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Denmark,DNK,2017,85.49,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Dominican Republic,DOM,2017,10.44,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Ecuador,ECU,2017,6.94,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,"Egypt, Arab Rep.",EGY,2017,3.29,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,El Salvador,SLV,2017,9.13,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Estonia,EST,2017,68.53,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Ethiopia,ETH,2017,0.56,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Finland,FIN,2017,84.21,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,France,FRA,2017,52.52,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Gabon,GAB,2017,46.87,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,"Gambia, The",GMB,2017,3.27,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Georgia,GEO,2017,10.88,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Germany,DEU,2017,58.19,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Ghana,GHA,2017,39.48,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Greece,GRC,2017,21.03,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Guatemala,GTM,2017,5.13,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Guinea,GIN,2017,14.06,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Haiti,HTI,2017,14.99,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Honduras,HND,2017,12.48,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,"Hong Kong SAR, China",HKG,2017,52.2,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Hungary,HUN,2017,32.25,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,India,IND,2017,6.8,
"Used a mobile phone or the internet to access an account, male (% age 15+)",fin5.2017.d.2,Indonesia,IDN,2017,7.1,
