Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Sub-Saharan Africa (excluding high income),SSA,2021,43.57,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Sub-Saharan Africa (excluding high income),SSA,2017,29.51,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Sub-Saharan Africa (excluding high income),SSA,2014,24.04,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Upper middle income,UMC,2021,78.18,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Upper middle income,UMC,2017,57.55,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Upper middle income,UMC,2014,45.8,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,World,WLD,2021,60.62,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,World,WLD,2017,48.42,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,World,WLD,2014,41.44,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Afghanistan,AFG,2021,3.96,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Afghanistan,AFG,2017,4.08,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Afghanistan,AFG,2014,1.12,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Albania,ALB,2021,34.9,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Albania,ALB,2017,27.75,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Albania,ALB,2014,21.41,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Algeria,DZA,2021,23.08,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Algeria,DZA,2017,19.62,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Algeria,DZA,2014,18.94,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Angola,AGO,2014,18.39,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Argentina,ARG,2021,64.36,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Argentina,ARG,2017,42.46,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Argentina,ARG,2014,39.26,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Armenia,ARM,2021,43.3,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Armenia,ARM,2017,33.9,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Armenia,ARM,2014,10.19,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Australia,AUS,2021,99.87,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Australia,AUS,2017,96.15,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Australia,AUS,2014,97.6,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Austria,AUT,2021,98.93,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Austria,AUT,2017,95.24,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Austria,AUT,2014,94.56,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Azerbaijan,AZE,2017,22.89,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Azerbaijan,AZE,2014,17.89,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bahrain,BHR,2017,65.71,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bahrain,BHR,2014,54.19,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bangladesh,BGD,2021,33.56,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bangladesh,BGD,2017,21.21,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bangladesh,BGD,2014,4.58,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Belarus,BLR,2017,78.14,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Belarus,BLR,2014,65.91,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Belgium,BEL,2021,97.26,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Belgium,BEL,2017,96.9,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Belgium,BEL,2014,96.93,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Belize,BLZ,2014,31.7,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Benin,BEN,2021,36.95,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Benin,BEN,2017,18.89,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Benin,BEN,2014,5.55,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bhutan,BTN,2014,12.81,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bolivia,BOL,2021,47.6,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bolivia,BOL,2017,36.29,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bolivia,BOL,2014,24.18,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bosnia and Herzegovina,BIH,2021,56.32,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bosnia and Herzegovina,BIH,2017,45.17,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bosnia and Herzegovina,BIH,2014,26.86,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Botswana,BWA,2017,38.72,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Botswana,BWA,2014,42.44,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Brazil,BRA,2021,72.57,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Brazil,BRA,2017,57.27,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Brazil,BRA,2014,55.01,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bulgaria,BGR,2021,74.41,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bulgaria,BGR,2017,67.29,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Bulgaria,BGR,2014,51.35,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Burkina Faso,BFA,2021,27.38,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Burkina Faso,BFA,2017,30.06,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Burkina Faso,BFA,2014,7.55,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Burundi,BDI,2014,4.17,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Cambodia,KHM,2021,23.9,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Cambodia,KHM,2017,15.14,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Cambodia,KHM,2014,16.39,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Cameroon,CMR,2021,47.79,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Cameroon,CMR,2017,22.77,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Cameroon,CMR,2014,6.55,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Canada,CAN,2021,98.36,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Canada,CAN,2017,97.23,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Canada,CAN,2014,98.26,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Central African Republic,CAF,2017,6.15,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Chad,TCD,2017,13.6,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Chad,TCD,2014,6.95,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Chile,CHL,2021,84.12,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Chile,CHL,2017,61.35,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Chile,CHL,2014,49.06,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,China,CHN,2021,84.93,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,China,CHN,2017,62.84,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,China,CHN,2014,47.13,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Colombia,COL,2021,48.39,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Colombia,COL,2017,33.23,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Colombia,COL,2014,28.62,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Congo, Dem. Rep.",COD,2017,18.99,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Congo, Dem. Rep.",COD,2014,13.1,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Congo, Rep.",COG,2021,40.4,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Congo, Rep.",COG,2017,13.52,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Congo, Rep.",COG,2014,9.02,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Costa Rica,CRI,2021,52.86,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Costa Rica,CRI,2017,50.94,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Costa Rica,CRI,2014,47.54,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Cote d'Ivoire,CIV,2021,34.97,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Cote d'Ivoire,CIV,2017,33.18,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Cote d'Ivoire,CIV,2014,26.32,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Croatia,HRV,2021,84.67,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Croatia,HRV,2017,79.11,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Croatia,HRV,2014,74.48,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Cyprus,CYP,2021,86.33,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Cyprus,CYP,2017,82.17,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Cyprus,CYP,2014,73.45,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Czechia,CZE,2021,92.22,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Czechia,CZE,2017,77,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Czechia,CZE,2014,77.09,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Denmark,DNK,2021,100,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Denmark,DNK,2017,99.22,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Denmark,DNK,2014,99.39,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Dominican Republic,DOM,2021,35.51,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Dominican Republic,DOM,2017,41.26,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Dominican Republic,DOM,2014,37.52,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Ecuador,ECU,2021,40.39,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Ecuador,ECU,2017,23.86,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Ecuador,ECU,2014,16.8,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Egypt, Arab Rep.",EGY,2021,16.19,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Egypt, Arab Rep.",EGY,2017,16.78,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Egypt, Arab Rep.",EGY,2014,3.99,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,El Salvador,SLV,2021,22.5,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,El Salvador,SLV,2017,18.28,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,El Salvador,SLV,2014,25.86,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Estonia,EST,2021,99.4,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Estonia,EST,2017,97.52,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Estonia,EST,2014,96.43,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Ethiopia,ETH,2017,8.16,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Ethiopia,ETH,2014,6.8,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Finland,FIN,2021,98.51,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Finland,FIN,2017,97.55,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Finland,FIN,2014,98.34,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,France,FRA,2021,99.12,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,France,FRA,2017,90.07,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,France,FRA,2014,91.42,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Gabon,GAB,2021,61.03,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Gabon,GAB,2017,49.09,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Gabon,GAB,2014,22.65,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Gambia, The",GMB,2017,15.03,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Georgia,GEO,2021,63.97,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Georgia,GEO,2017,54.88,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Georgia,GEO,2014,20.32,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Germany,DEU,2021,99.29,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Germany,DEU,2017,97.83,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Germany,DEU,2014,96.44,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Ghana,GHA,2021,59.43,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Ghana,GHA,2017,43.98,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Ghana,GHA,2014,22.79,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Greece,GRC,2021,88.4,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Greece,GRC,2017,71.11,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Greece,GRC,2014,57.26,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Guatemala,GTM,2017,31.68,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Guatemala,GTM,2014,23.87,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Guinea,GIN,2021,21.48,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Guinea,GIN,2017,16.55,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Guinea,GIN,2014,3.42,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Haiti,HTI,2017,25.37,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Haiti,HTI,2014,10.28,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Honduras,HND,2021,23.57,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Honduras,HND,2017,31.83,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Honduras,HND,2014,19.98,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Hong Kong SAR, China",HKG,2021,91.61,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Hong Kong SAR, China",HKG,2017,83.48,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Hong Kong SAR, China",HKG,2014,85.12,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Hungary,HUN,2021,84.58,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Hungary,HUN,2017,68.96,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Hungary,HUN,2014,65.32,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Iceland,ISL,2021,100,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,India,IND,2021,27.98,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,India,IND,2017,22.44,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,India,IND,2014,14.19,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Indonesia,IDN,2021,38.7,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Indonesia,IDN,2017,35.49,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Indonesia,IDN,2014,24.16,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Iran, Islamic Rep.",IRN,2021,76.98,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Iran, Islamic Rep.",IRN,2017,84.52,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Iran, Islamic Rep.",IRN,2014,81.18,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Iraq,IRQ,2021,11.37,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Iraq,IRQ,2017,15.45,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Iraq,IRQ,2014,1.59,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Ireland,IRL,2021,98.47,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Ireland,IRL,2017,93.42,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Ireland,IRL,2014,87.57,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Israel,ISR,2021,90.07,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Israel,ISR,2017,91.83,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Israel,ISR,2014,85.8,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Italy,ITA,2021,95.15,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Italy,ITA,2017,87.36,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Italy,ITA,2014,64.61,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Jamaica,JAM,2021,45.64,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Jamaica,JAM,2014,44.79,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Japan,JPN,2021,95.66,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Japan,JPN,2017,95.78,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Japan,JPN,2014,91.27,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Jordan,JOR,2021,24.19,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Jordan,JOR,2017,20.24,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Jordan,JOR,2014,7.66,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kazakhstan,KAZ,2021,81.78,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kazakhstan,KAZ,2017,55.63,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kazakhstan,KAZ,2014,46.74,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kenya,KEN,2021,73.76,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kenya,KEN,2017,74.68,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kenya,KEN,2014,66.99,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Korea, Rep.",KOR,2021,97.73,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Korea, Rep.",KOR,2017,92.25,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,"Korea, Rep.",KOR,2014,88.9,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kosovo,XKX,2021,36.78,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kosovo,XKX,2017,29.35,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kosovo,XKX,2014,22.23,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kuwait,KWT,2017,67.44,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kuwait,KWT,2014,55.98,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kyrgyz Republic,KGZ,2021,38.02,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kyrgyz Republic,KGZ,2017,35.04,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Kyrgyz Republic,KGZ,2014,15.8,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Lao PDR,LAO,2021,20.22,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Lao PDR,LAO,2017,14.72,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Latvia,LVA,2021,95.84,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Latvia,LVA,2017,92.15,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Latvia,LVA,2014,86.49,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Lebanon,LBN,2021,11.19,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Lebanon,LBN,2017,23.95,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Lebanon,LBN,2014,20.94,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Lesotho,LSO,2017,40.35,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Liberia,LBR,2021,39.15,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Liberia,LBR,2017,21.8,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Libya,LBY,2017,26.15,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Lithuania,LTU,2021,88.13,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Lithuania,LTU,2017,76.08,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Lithuania,LTU,2014,72.16,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Luxembourg,LUX,2017,98.18,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Luxembourg,LUX,2014,94.75,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Madagascar,MDG,2017,13.85,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Madagascar,MDG,2014,4.91,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Malawi,MWI,2021,35.68,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Malawi,MWI,2017,24.68,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Malawi,MWI,2014,7.58,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Malaysia,MYS,2021,75.87,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Malaysia,MYS,2017,64.22,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Malaysia,MYS,2014,56.08,
"Made or received a digital payment, female (% age 15+)",g20.t.d.1,Maldives,MDV,2017,61.08,
